Tracts22.OBJECTID,Tracts22.STATEFP,Tracts22.COUNTYFP,Tracts22.TRACTCE,Tracts22.GEOID,Tracts22.NAME,Tracts22.NAMELSAD,Tracts22.MTFCC,Tracts22.FUNCSTAT,Tracts22.ALAND,Tracts22.AWATER,Tracts22.INTPTLAT,Tracts22.INTPTLON,Tracts22.Shape_Length,Tracts22.Shape_Area,Tracts22_Centroid_PA.PA2,Tracts22_Centroid_PA.SPDETAIL,Tracts22_Centroid_PA.SPDETAIL2
151,34,003,031200,34003031200,312,Census Tract 312,G5020,S,1073707,36896,+40.8165242,-074.1255956,0.046540723,0.000118539,1,METROPOLITAN,METRO
152,34,003,048100,34003048100,481,Census Tract 481,G5020,S,1625029,112460,+40.9228884,-074.0338874,0.092644128,0.000185748,1,METROPOLITAN,METRO
153,34,003,051100,34003051100,511,Census Tract 511,G5020,S,1557252,40471,+40.8378398,-074.1150624,0.058265507,0.000170584,1,METROPOLITAN,METRO
154,34,013,022800,34013022800,228,Census Tract 228,G5020,S,316630,0,+40.7333850,-074.1842883,0.025397623,3.37538E-05,1,METROPOLITAN,METRO
155,34,013,007800,34013007800,78,Census Tract 78,G5020,S,197685,0,+40.7272878,-074.1670688,0.02051244,2.10721E-05,1,METROPOLITAN,METRO
156,34,013,010600,34013010600,106,Census Tract 106,G5020,S,490320,0,+40.7644839,-074.2096265,0.029706023,5.22932E-05,1,METROPOLITAN,METRO
157,34,013,005100,34013005100,51,Census Tract 51,G5020,S,308433,0,+40.7145640,-074.2068234,0.023117566,3.28704E-05,1,METROPOLITAN,METRO
158,34,017,002400,34017002400,24,Census Tract 24,G5020,S,159733,0,+40.7265797,-074.0452695,0.016853421,1.7026E-05,1,METROPOLITAN,METRO
159,34,017,011600,34017011600,116,Census Tract 116,G5020,S,464554,305530,+40.6454263,-074.1337887,0.044163407,8.19862E-05,1,METROPOLITAN,METRO
160,34,017,014700,34017014700,147,Census Tract 147,G5020,S,598421,0,+40.7808748,-074.0323078,0.040228593,6.38377E-05,1,METROPOLITAN,METRO
161,34,017,005600,34017005600,56,Census Tract 56,G5020,S,230611,0,+40.7059690,-074.0913535,0.027211353,2.45738E-05,1,METROPOLITAN,METRO
162,34,017,000902,34017000902,9.02,Census Tract 9.02,G5020,S,519397,0,+40.7399570,-074.0623687,0.040799757,5.53742E-05,1,METROPOLITAN,METRO
163,34,017,004300,34017004300,43,Census Tract 43,G5020,S,219063,0,+40.7164600,-074.0709387,0.024045153,2.3347E-05,1,METROPOLITAN,METRO
164,34,017,013000,34017013000,130,Census Tract 130,G5020,S,284803,0,+40.7586956,-074.1515496,0.038230066,3.03722E-05,1,METROPOLITAN,METRO
165,34,017,015300,34017015300,153,Census Tract 153,G5020,S,148313,0,+40.7903039,-074.0065809,0.020556946,1.58241E-05,1,METROPOLITAN,METRO
166,34,017,016800,34017016800,168,Census Tract 168,G5020,S,164709,0,+40.7703897,-074.0303902,0.017106627,1.75676E-05,1,METROPOLITAN,METRO
167,34,017,019400,34017019400,194,Census Tract 194,G5020,S,108410,0,+40.7392323,-074.0296934,0.013798192,1.15578E-05,1,METROPOLITAN,METRO
168,34,017,014000,34017014000,140,Census Tract 140,G5020,S,361813,0,+40.8078400,-074.0054304,0.025573442,3.86124E-05,1,METROPOLITAN,METRO
169,34,017,001400,34017001400,14,Census Tract 14,G5020,S,234502,0,+40.7344942,-074.0521021,0.020460445,2.49991E-05,1,METROPOLITAN,METRO
170,34,017,013200,34017013200,132,Census Tract 132,G5020,S,298621,0,+40.7577922,-074.1548596,0.033775634,3.18454E-05,1,METROPOLITAN,METRO
171,34,017,016200,34017016200,162,Census Tract 162,G5020,S,228418,0,+40.7797809,-074.0237409,0.023283023,2.43666E-05,1,METROPOLITAN,METRO
172,34,017,016600,34017016600,166,Census Tract 166,G5020,S,228071,0,+40.7751685,-074.0293954,0.023173493,2.43281E-05,1,METROPOLITAN,METRO
173,34,017,018000,34017018000,180,Census Tract 180,G5020,S,218045,0,+40.7771499,-074.0156502,0.021729043,2.32592E-05,1,METROPOLITAN,METRO
174,34,041,031602,34041031602,316.02,Census Tract 316.02,G5020,S,15432458,262701,+40.8086499,-074.9934211,0.206299811,0.00167502,14,HIGHLANDS PLANNING AREA,HIGHLANDS PA
175,34,041,031700,34041031700,317,Census Tract 317,G5020,S,3754042,90669,+40.8298024,-075.0733366,0.082705186,0.000410439,4,RURAL,RURAL
176,34,041,031800,34041031800,318,Census Tract 318,G5020,S,61513096,976457,+40.7477011,-075.1227770,0.38160904,0.006663444,13,HIGHLANDS PRESERVATION,HIGHLANDS
177,34,041,032102,34041032102,321.02,Census Tract 321.02,G5020,S,27404571,42089,+40.6802735,-075.1187089,0.232898998,0.00292353,42,RURAL ENV. SENSITIVE,RURAL ENV SENS
178,34,017,000400,34017000400,4,Census Tract 4,G5020,S,464657,0,+40.7497760,-074.0584490,0.029236526,4.95455E-05,1,METROPOLITAN,METRO
179,34,017,000500,34017000500,5,Census Tract 5,G5020,S,221479,0,+40.7499237,-074.0513269,0.022668259,2.3616E-05,1,METROPOLITAN,METRO
180,34,017,000700,34017000700,7,Census Tract 7,G5020,S,230570,0,+40.7461485,-074.0469440,0.023694102,2.45837E-05,1,METROPOLITAN,METRO
181,34,017,000800,34017000800,8,Census Tract 8,G5020,S,331649,0,+40.7440833,-074.0440275,0.034382472,3.53602E-05,1,METROPOLITAN,METRO
182,34,017,001100,34017001100,11,Census Tract 11,G5020,S,492168,48371,+40.7406986,-074.0571457,0.0391645,5.76288E-05,1,METROPOLITAN,METRO
183,34,017,001202,34017001202,12.02,Census Tract 12.02,G5020,S,231662,0,+40.7322156,-074.0555134,0.025198613,2.46953E-05,1,METROPOLITAN,METRO
184,34,017,001300,34017001300,13,Census Tract 13,G5020,S,333335,0,+40.7380921,-074.0469768,0.028509922,3.55367E-05,1,METROPOLITAN,METRO
185,34,017,001800,34017001800,18,Census Tract 18,G5020,S,212933,0,+40.7343941,-074.0699820,0.019920418,2.26995E-05,1,METROPOLITAN,METRO
186,34,017,001900,34017001900,19,Census Tract 19,G5020,S,230989,0,+40.7333233,-074.0621577,0.024178458,2.4624E-05,1,METROPOLITAN,METRO
187,34,013,002100,34013002100,21,Census Tract 21,G5020,S,438393,0,+40.7432015,-074.2346173,0.034164329,4.67403E-05,1,METROPOLITAN,METRO
188,34,013,002500,34013002500,25,Census Tract 25,G5020,S,373350,0,+40.7437187,-074.2209241,0.031399824,3.9806E-05,1,METROPOLITAN,METRO
189,34,013,002000,34013002000,20,Census Tract 20,G5020,S,406087,0,+40.7486312,-074.2319149,0.027943397,4.32998E-05,1,METROPOLITAN,METRO
190,34,013,002600,34013002600,26,Census Tract 26,G5020,S,206227,0,+40.7397820,-074.2086392,0.02184038,2.19864E-05,1,METROPOLITAN,METRO
191,34,013,002800,34013002800,28,Census Tract 28,G5020,S,214167,0,+40.7359373,-074.2008767,0.022664946,2.28315E-05,1,METROPOLITAN,METRO
192,34,013,003900,34013003900,39,Census Tract 39,G5020,S,308176,0,+40.7270499,-074.1945932,0.023180721,3.28493E-05,1,METROPOLITAN,METRO
193,34,013,004100,34013004100,41,Census Tract 41,G5020,S,347849,0,+40.7246108,-074.2059732,0.02706472,3.70769E-05,1,METROPOLITAN,METRO
194,34,013,012800,34013012800,128,Census Tract 128,G5020,S,592354,0,+40.7166669,-074.2311462,0.035084913,6.31305E-05,1,METROPOLITAN,METRO
195,34,013,013400,34013013400,134,Census Tract 134,G5020,S,1537644,5828,+40.8297682,-074.1589109,0.054155882,0.000164774,1,METROPOLITAN,METRO
196,34,013,013500,34013013500,135,Census Tract 135,G5020,S,1528812,12834,+40.8217242,-074.1497848,0.055788438,0.000164559,1,METROPOLITAN,METRO
197,34,013,013800,34013013800,138,Census Tract 138,G5020,S,1300780,0,+40.8220079,-074.1660328,0.05122859,0.000138848,1,METROPOLITAN,METRO
198,34,013,014100,34013014100,141,Census Tract 141,G5020,S,1075579,0,+40.8002652,-074.1661727,0.053864287,0.000114773,8,OPEN SPACE,PARK
199,34,013,014200,34013014200,142,Census Tract 142,G5020,S,905967,0,+40.8016319,-074.1582866,0.039792362,9.6676E-05,1,METROPOLITAN,METRO
200,34,013,016000,34013016000,160,Census Tract 160,G5020,S,3301621,12037,+40.8047984,-074.2045690,0.113387422,0.000353614,1,METROPOLITAN,METRO
201,34,013,004802,34013004802,48.02,Census Tract 48.02,G5020,S,3074477,0,+40.6998157,-074.2008175,0.086548228,0.000327583,1,METROPOLITAN,METRO
202,34,013,005200,34013005200,52,Census Tract 52,G5020,S,268640,0,+40.7191637,-074.2131884,0.02462789,2.86316E-05,1,METROPOLITAN,METRO
203,34,013,007200,34013007200,72,Census Tract 72,G5020,S,203449,0,+40.7240163,-074.1537615,0.022217626,2.16852E-05,1,METROPOLITAN,METRO
204,34,013,007300,34013007300,73,Census Tract 73,G5020,S,411830,0,+40.7274681,-074.1500122,0.030093221,4.38983E-05,1,METROPOLITAN,METRO
205,34,013,007501,34013007501,75.01,Census Tract 75.01,G5020,S,1962291,352066,+40.7361742,-074.1332933,0.091716207,0.000246726,1,METROPOLITAN,METRO
206,34,031,124602,34031124602,1246.02,Census Tract 1246.02,G5020,S,1236062,9117,+40.8784518,-074.1535647,0.051461272,0.000133025,1,METROPOLITAN,METRO
207,34,031,124700,34031124700,1247,Census Tract 1247,G5020,S,1535406,136538,+40.8881876,-074.1399034,0.071682998,0.000178643,1,METROPOLITAN,METRO
208,34,031,124800,34031124800,1248,Census Tract 1248,G5020,S,1004092,0,+40.8795646,-074.1423883,0.046324284,0.000107271,1,METROPOLITAN,METRO
209,34,013,008100,34013008100,81,Census Tract 81,G5020,S,806563,0,+40.7341337,-074.1767784,0.039930723,8.59824E-05,1,METROPOLITAN,METRO
210,34,013,008200,34013008200,82,Census Tract 82,G5020,S,429045,0,+40.7405620,-074.1885922,0.034947534,4.5742E-05,1,METROPOLITAN,METRO
211,34,013,008700,34013008700,87,Census Tract 87,G5020,S,511847,17246,+40.7556026,-074.1695751,0.036923882,5.6421E-05,1,METROPOLITAN,METRO
212,34,013,016100,34013016100,161,Census Tract 161,G5020,S,2050770,0,+40.8506801,-074.2038340,0.081048184,0.000218997,1,METROPOLITAN,METRO
213,34,013,016200,34013016200,162,Census Tract 162,G5020,S,1948562,1990,+40.8463309,-074.1928473,0.061980604,0.000208279,1,METROPOLITAN,METRO
214,34,013,016400,34013016400,164,Census Tract 164,G5020,S,2232910,12537,+40.8322409,-074.2158367,0.075572651,0.000239718,1,METROPOLITAN,METRO
215,34,013,016500,34013016500,165,Census Tract 165,G5020,S,1695101,0,+40.8232082,-074.2044896,0.066003141,0.000180943,1,METROPOLITAN,METRO
216,34,013,017100,34013017100,171,Census Tract 171,G5020,S,437409,2798,+40.8060523,-074.2117571,0.029496173,4.69769E-05,1,METROPOLITAN,METRO
217,34,013,017200,34013017200,172,Census Tract 172,G5020,S,1027626,0,+40.7956148,-074.2198092,0.048876758,0.000109649,1,METROPOLITAN,METRO
218,34,013,017700,34013017700,177,Census Tract 177,G5020,S,1003759,0,+40.7859149,-074.2307107,0.055260562,0.000107086,1,METROPOLITAN,METRO
219,34,013,018000,34013018000,180,Census Tract 180,G5020,S,4971553,254763,+40.7693486,-074.2671592,0.111723959,0.00055744,1,METROPOLITAN,METRO
220,34,013,018800,34013018800,188,Census Tract 188,G5020,S,1247165,0,+40.7579267,-074.2428385,0.059687206,0.000132999,1,METROPOLITAN,METRO
221,34,013,019000,34013019000,190,Census Tract 190,G5020,S,3010165,0,+40.7529556,-074.2705034,0.07488782,0.000320983,1,METROPOLITAN,METRO
222,34,027,045903,34027045903,459.03,Census Tract 459.03,G5020,S,39086247,89444,+40.7540017,-074.7044618,0.313905137,0.004177542,13,HIGHLANDS PRESERVATION,HIGHLANDS
223,34,027,043602,34027043602,436.02,Census Tract 436.02,G5020,S,1105637,8384,+40.7936260,-074.4629515,0.042203177,0.000118863,1,METROPOLITAN,METRO
224,34,027,043601,34027043601,436.01,Census Tract 436.01,G5020,S,996172,3261,+40.7952330,-074.4728228,0.051290275,0.00010664,1,METROPOLITAN,METRO
225,34,027,040301,34027040301,403.01,Census Tract 403.01,G5020,S,7180397,71403,+40.9686985,-074.3174330,0.139921433,0.00077577,3,FRINGE,FRINGE
226,34,027,040302,34027040302,403.02,Census Tract 403.02,G5020,S,3116591,3307,+40.9550035,-074.3052299,0.105537306,0.000333681,1,METROPOLITAN,METRO
227,34,027,045404,34027045404,454.04,Census Tract 454.04,G5020,S,2560167,1624401,+40.9301712,-074.6369205,0.097478878,0.000447396,2,SUBURBAN,SUBURBAN
228,34,027,046110,34027046110,461.10,Census Tract 461.10,G5020,S,31113764,1455234,+40.8808130,-074.7732980,0.355394021,0.003479782,13,HIGHLANDS PRESERVATION,HIGHLANDS
229,34,027,046500,34027046500,465,Census Tract 465,G5020,S,14910363,166501,+40.8611408,-074.5733126,0.312804369,0.001610294,3,FRINGE,FRINGE
230,34,027,045403,34027045403,454.03,Census Tract 454.03,G5020,S,2987559,78686,+40.9027354,-074.6440777,0.122198915,0.000327691,2,SUBURBAN,SUBURBAN
231,34,027,046109,34027046109,461.09,Census Tract 461.09,G5020,S,9117294,166487,+40.8704767,-074.7171865,0.131616067,0.00099175,13,HIGHLANDS PRESERVATION,HIGHLANDS
232,34,027,046108,34027046108,461.08,Census Tract 461.08,G5020,S,3173384,82252,+40.8854063,-074.7323388,0.110216581,0.000347845,5,ENVIRONMENTALLY SENSITIVE,ENV SENS
233,34,027,041605,34027041605,416.05,Census Tract 416.05,G5020,S,8189523,117012,+40.8420305,-074.4992484,0.189311174,0.000886982,2,SUBURBAN,SUBURBAN
234,34,027,042601,34027042601,426.01,Census Tract 426.01,G5020,S,7224792,42974,+40.7834041,-074.4233149,0.147787612,0.000775326,1,METROPOLITAN,METRO
235,34,027,045504,34027045504,455.04,Census Tract 455.04,G5020,S,12754235,151544,+40.8754771,-074.6782746,0.161202564,0.001378689,13,HIGHLANDS PRESERVATION,HIGHLANDS
236,34,027,042602,34027042602,426.02,Census Tract 426.02,G5020,S,8682953,377550,+40.7688577,-074.3812233,0.244580403,0.00096643,1,METROPOLITAN,METRO
237,34,027,044503,34027044503,445.03,Census Tract 445.03,G5020,S,5072565,261404,+40.9168923,-074.5499823,0.129241299,0.000570169,14,HIGHLANDS PLANNING AREA,HIGHLANDS PA
238,34,027,045904,34027045904,459.04,Census Tract 459.04,G5020,S,36343092,130626,+40.8089057,-074.6672601,0.359468836,0.003892373,13,HIGHLANDS PRESERVATION,HIGHLANDS
239,34,027,046107,34027046107,461.07,Census Tract 461.07,G5020,S,3051411,2322150,+40.8659711,-074.7535196,0.116707497,0.000573988,13,HIGHLANDS PRESERVATION,HIGHLANDS
240,34,027,043802,34027043802,438.02,Census Tract 438.02,G5020,S,974639,91739,+40.8072566,-074.4841181,0.079737632,0.000113803,1,METROPOLITAN,METRO
241,34,027,043801,34027043801,438.01,Census Tract 438.01,G5020,S,1164896,32522,+40.7985586,-074.4893312,0.073196292,0.000127771,1,METROPOLITAN,METRO
242,34,027,041606,34027041606,416.06,Census Tract 416.06,G5020,S,1875976,1438,+40.8509683,-074.4872616,0.060410362,0.000200486,1,METROPOLITAN,METRO
243,34,027,045503,34027045503,455.03,Census Tract 455.03,G5020,S,5516055,49613,+40.8557271,-074.6647797,0.132106559,0.000594401,1,METROPOLITAN,METRO
244,34,041,032200,34041032200,322,Census Tract 322,G5020,S,18945929,156011,+40.7140020,-075.1554696,0.264896493,0.002035582,14,HIGHLANDS PLANNING AREA,HIGHLANDS PA
245,34,041,032400,34041032400,324,Census Tract 324,G5020,S,4352916,91297,+40.6594468,-075.1570525,0.12698436,0.000473248,1,METROPOLITAN,METRO
246,34,013,019100,34013019100,191,Census Tract 191,G5020,S,2209040,0,+40.7501927,-074.2482557,0.081750986,0.000235548,1,METROPOLITAN,METRO
247,34,013,019600,34013019600,196,Census Tract 196,G5020,S,1604237,0,+40.7297716,-074.2528454,0.060134131,0.000171006,1,METROPOLITAN,METRO
248,34,013,020100,34013020100,201,Census Tract 201,G5020,S,10483155,112425,+40.7459386,-074.3123651,0.164205625,0.00112972,1,METROPOLITAN,METRO
249,34,013,020300,34013020300,203,Census Tract 203,G5020,S,2356725,3972,+40.7227534,-074.3184333,0.097166732,0.000251611,1,METROPOLITAN,METRO
250,34,003,019202,34003019202,192.02,Census Tract 192.02,G5020,S,755171,286034,+40.8504916,-073.9630761,0.056613597,0.000111188,1,METROPOLITAN,METRO
251,34,003,021600,34003021600,216,Census Tract 216,G5020,S,530281,41023,+40.8699762,-074.1091938,0.036027787,6.1026E-05,1,METROPOLITAN,METRO
252,34,013,020500,34013020500,205,Census Tract 205,G5020,S,6729912,2288,+40.7992587,-074.3001157,0.112040597,0.000718353,1,METROPOLITAN,METRO
253,34,013,020600,34013020600,206,Census Tract 206,G5020,S,5660535,2745,+40.7730144,-074.3110432,0.118507176,0.000604065,1,METROPOLITAN,METRO
254,34,003,022100,34003022100,221,Census Tract 221,G5020,S,2164566,6367,+40.9678998,-074.1258709,0.071876637,0.000232232,1,METROPOLITAN,METRO
255,34,007,600400,34007600400,6004,Census Tract 6004,G5020,S,862456,0,+39.9329219,-075.1180881,0.038568939,9.08732E-05,1,METROPOLITAN,METRO
256,34,009,020901,34009020901,209.01,Census Tract 209.01,G5020,S,3676782,4868413,+39.0414874,-074.7655081,0.147153415,0.000889126,52,ENV. SENSITIVE BARRIER IS,ENV. SENS. BARRIER IS.
257,34,007,600700,34007600700,6007,Census Tract 6007,G5020,S,640048,540678,+39.9560193,-075.1255342,0.046923963,0.000124448,1,METROPOLITAN,METRO
258,34,007,600800,34007600800,6008,Census Tract 6008,G5020,S,1128301,254140,+39.9513992,-075.1138309,0.058960321,0.0001457,1,METROPOLITAN,METRO
259,34,009,021002,34009021002,210.02,Census Tract 210.02,G5020,S,65525776,7952180,+39.1080140,-074.8701354,0.464728895,0.007652924,5,ENVIRONMENTALLY SENSITIVE,ENV SENS
260,34,007,608303,34007608303,6083.03,Census Tract 6083.03,G5020,S,3780975,22719,+39.8120904,-075.0725353,0.102072517,0.00040008,1,METROPOLITAN,METRO
261,34,009,022102,34009022102,221.02,Census Tract 221.02,G5020,S,26482159,1077256,+39.0490130,-074.8718448,0.386860894,0.002867423,8,OPEN SPACE,GREEN ACRES
262,34,011,990000,34011990000,9900,Census Tract 9900,G5020,S,0,448306028,+39.1972853,-075.1834993,1.510657566,0.046746298,,,
263,34,009,021001,34009021001,210.01,Census Tract 210.01,G5020,S,59825003,27904253,+39.1186995,-074.7673157,0.757223571,0.009132584,8,OPEN SPACE,ENCUMBERED
264,34,009,022101,34009022101,221.01,Census Tract 221.01,G5020,S,7661427,783863,+39.0361063,-074.9082970,0.17125219,0.000878636,8,OPEN SPACE,GREEN ACRES
265,34,013,009200,34013009200,92,Census Tract 92,G5020,S,370972,34248,+40.7594232,-074.1674201,0.031595221,4.32143E-05,1,METROPOLITAN,METRO
266,34,013,009300,34013009300,93,Census Tract 93,G5020,S,552903,0,+40.7658745,-074.1658556,0.044961492,5.89693E-05,1,METROPOLITAN,METRO
267,34,013,009600,34013009600,96,Census Tract 96,G5020,S,1089630,139142,+40.7728435,-074.1584934,0.069010279,0.000131068,1,METROPOLITAN,METRO
268,34,017,002900,34017002900,29,Census Tract 29,G5020,S,203303,0,+40.7281860,-074.0694684,0.025684826,2.16709E-05,1,METROPOLITAN,METRO
269,34,017,003000,34017003000,30,Census Tract 30,G5020,S,247815,0,+40.7241543,-074.0671047,0.023053944,2.6414E-05,1,METROPOLITAN,METRO
270,34,017,004200,34017004200,42,Census Tract 42,G5020,S,297680,0,+40.7178344,-074.0795516,0.025739329,3.17258E-05,1,METROPOLITAN,METRO
271,34,017,004400,34017004400,44,Census Tract 44,G5020,S,161415,0,+40.7144211,-074.0765644,0.01761523,1.72024E-05,1,METROPOLITAN,METRO
272,34,017,004500,34017004500,45,Census Tract 45,G5020,S,389229,0,+40.7112893,-074.0724457,0.02867751,4.1479E-05,1,METROPOLITAN,METRO
273,34,017,005300,34017005300,53,Census Tract 53,G5020,S,385158,0,+40.7041087,-074.0756865,0.026783174,4.10409E-05,1,METROPOLITAN,METRO
274,34,017,005400,34017005400,54,Census Tract 54,G5020,S,1388640,1381143,+40.7086175,-074.1042445,0.092464648,0.000295154,1,METROPOLITAN,METRO
275,34,017,005801,34017005801,58.01,Census Tract 58.01,G5020,S,448252,0,+40.7000594,-074.0826250,0.037281189,4.77611E-05,1,METROPOLITAN,METRO
276,34,017,006000,34017006000,60,Census Tract 60,G5020,S,379055,0,+40.6987826,-074.0894038,0.030579122,4.03875E-05,1,METROPOLITAN,METRO
277,34,009,020301,34009020301,203.01,Census Tract 203.01,G5020,S,34217738,7178122,+39.2695198,-074.6571181,0.351456238,0.004320763,5,ENVIRONMENTALLY SENSITIVE,ENV SENS
278,34,009,021500,34009021500,215,Census Tract 215,G5020,S,1322945,269465,+38.9899103,-074.8256738,0.056426946,0.000165561,52,ENV. SENSITIVE BARRIER IS,ENV. SENS. BARRIER IS.
279,34,009,020102,34009020102,201.02,Census Tract 201.02,G5020,S,1719786,624115,+39.2738970,-074.5826134,0.072493122,0.000244663,52,ENV. SENSITIVE BARRIER IS,ENV. SENS. BARRIER IS.
280,34,009,021400,34009021400,214,Census Tract 214,G5020,S,3408501,655198,+38.9890143,-074.8161867,0.128432213,0.000422496,52,ENV. SENSITIVE BARRIER IS,ENV. SENS. BARRIER IS.
281,34,009,020500,34009020500,205,Census Tract 205,G5020,S,20769946,0,+39.2283502,-074.8096207,0.243022777,0.002166634,,,
282,34,009,020101,34009020101,201.01,Census Tract 201.01,G5020,S,2049251,566050,+39.2818465,-074.5674600,0.068616214,0.000273023,52,ENV. SENSITIVE BARRIER IS,ENV. SENS. BARRIER IS.
283,34,009,021804,34009021804,218.04,Census Tract 218.04,G5020,S,12689986,574506,+39.0137385,-074.9261612,0.217748058,0.001379586,5,ENVIRONMENTALLY SENSITIVE,ENV SENS
284,34,009,021300,34009021300,213,Census Tract 213,G5020,S,4467965,3301937,+39.0043189,-074.7966736,0.152211577,0.00080799,52,ENV. SENSITIVE BARRIER IS,ENV. SENS. BARRIER IS.
285,34,009,020400,34009020400,204,Census Tract 204,G5020,S,86032617,2375006,+39.2717788,-074.7859717,0.541890001,0.00922799,,,
286,34,009,020700,34009020700,207,Census Tract 207,G5020,S,60242206,6521197,+39.1663561,-074.7558506,0.444118042,0.006958666,4,RURAL,RURAL
287,34,009,020600,34009020600,206,Census Tract 206,G5020,S,96246789,3529716,+39.2206583,-074.8522770,0.703103766,0.010407627,,,
288,34,009,020800,34009020800,208,Census Tract 208,G5020,S,5709357,5105950,+39.1510131,-074.6963192,0.21266223,0.001126991,52,ENV. SENSITIVE BARRIER IS,ENV. SENS. BARRIER IS.
289,34,013,010200,34013010200,102,Census Tract 102,G5020,S,956900,0,+40.7722747,-074.1975582,0.047273309,0.000102066,1,METROPOLITAN,METRO
290,34,013,010300,34013010300,103,Census Tract 103,G5020,S,583934,0,+40.7662302,-074.1985870,0.037032456,6.22789E-05,1,METROPOLITAN,METRO
291,34,013,010700,34013010700,107,Census Tract 107,G5020,S,464231,0,+40.7618530,-074.2030768,0.029046565,4.95091E-05,1,METROPOLITAN,METRO
292,34,013,010900,34013010900,109,Census Tract 109,G5020,S,993008,0,+40.7540742,-074.2053959,0.044310025,0.000105889,1,METROPOLITAN,METRO
293,34,013,011100,34013011100,111,Census Tract 111,G5020,S,248423,0,+40.7568504,-074.2116695,0.022162451,2.64918E-05,1,METROPOLITAN,METRO
294,34,013,011200,34013011200,112,Census Tract 112,G5020,S,460955,0,+40.7597713,-074.2160036,0.028265312,4.91582E-05,1,METROPOLITAN,METRO
295,34,013,011300,34013011300,113,Census Tract 113,G5020,S,519591,0,+40.7642198,-074.2203846,0.033670146,5.54152E-05,1,METROPOLITAN,METRO
296,34,013,011800,34013011800,118,Census Tract 118,G5020,S,306936,0,+40.7479509,-074.2242780,0.026250708,3.27271E-05,1,METROPOLITAN,METRO
297,34,013,012100,34013012100,121,Census Tract 121,G5020,S,354751,0,+40.7225781,-074.2440055,0.031116971,3.78112E-05,1,METROPOLITAN,METRO
298,34,013,012200,34013012200,122,Census Tract 122,G5020,S,601505,0,+40.7268609,-074.2414260,0.039869728,6.41154E-05,1,METROPOLITAN,METRO
299,34,017,006300,34017006300,63,Census Tract 63,G5020,S,677034,0,+40.6909185,-074.0921756,0.047107741,7.2128E-05,1,METROPOLITAN,METRO
300,34,017,010100,34017010100,101,Census Tract 101,G5020,S,1062391,1067204,+40.6906385,-074.1122313,0.060705012,0.000226881,1,METROPOLITAN,METRO
301,34,017,010200,34017010200,102,Census Tract 102,G5020,S,298774,0,+40.6821849,-074.1045022,0.030605391,3.18258E-05,1,METROPOLITAN,METRO
302,34,017,010300,34017010300,103,Census Tract 103,G5020,S,969841,802310,+40.6722357,-074.0804662,0.134534615,0.000188764,1,METROPOLITAN,METRO
303,34,017,010400,34017010400,104,Census Tract 104,G5020,S,2235178,1547014,+40.6673453,-074.0821518,0.145250893,0.000402781,1,METROPOLITAN,METRO
304,34,017,010500,34017010500,105,Census Tract 105,G5020,S,981966,1371912,+40.6803845,-074.1171356,0.065672386,0.000250737,,,
305,34,017,010800,34017010800,108,Census Tract 108,G5020,S,4524851,4105846,+40.6594176,-074.0945977,0.165960997,0.000919014,1,METROPOLITAN,METRO
